smiles,IC50(nm)
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)Cc4ccccc4)cccc2-3)cc1,20
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cc(OC)cc(OC)c4)cccc2-3)cc1,20
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccccc4)cccc2-3)cc1,7
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccncc4)cccc2-3)cc1,9
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cccnc4)cccc2-3)cc1,9
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(O)cc4O)cccc2-3)cc1,10
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(C)=O)cccc2-3)cc1,50
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(O)cc4)cccc2-3)cc1,5
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)C(N)=O)cccc2-3)cc1,240
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4cccc(N)c4)cccc2-3)cc1,7
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(N)cc4)cccc2-3)cc1,10
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccc(F)cc2)cc1,21000
Cc1ccc(-c2ccc(C(=O)N(C)CCc3c[nH]c4ccccc34)cc2)cc1,24000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,11200
COc1ccc(-c2ccc(C(=O)N(C)CCc3c[nH]c4ccccc34)cc2)cc1,49000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,35000
O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccccc2)cc1,16000
O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccc(F)cc2)cc1,15000
Cc1ccc(-c2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1,18000
CC(C)(C)c1ccc(-c2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1,9200
COc1ccc(-c2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1,48000
O=C(NCCc1c[nH]c2ccccc12)c1cccc(-c2ccccc2)c1,86000
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1-c1ccc(F)cc1,38000
CC(C)(C)c1ccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,38000
COc1ccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,79000
COc1cccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)c1,53000
COc1ccccc1-c1ccccc1C(=O)NCCc1c[nH]c2ccccc12,26000
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1-c1cccc(F)c1,20000
Cc1cccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)c1,15000
O=C(c1ccccc1-c1ccc(F)cc1)N1CCc2c([nH]c3ccccc23)C1,23000
O=C(c1ccccc1-c1cccc(F)c1)N1CCc2c([nH]c3ccccc23)C1,35000
O=C(c1ccccc1-c1ccccc1F)N1CCc2c([nH]c3ccccc23)C1,19000
Cc1cccc(-c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C2)c1,26000
O=C(c1cccc(-c2ccc(F)cc2)c1)N1CCc2c([nH]c3ccccc23)C1,25000
O=C(c1cccc(-c2cccc(F)c2)c1)N1CCc2c([nH]c3ccccc23)C1,27000
O=C(c1cccc(-c2ccccc2F)c1)N1CCc2c([nH]c3ccccc23)C1,18000
Cc1ccc(-c2cccc(C(=O)N3CCc4c([nH]c5ccccc45)C3)c2)cc1,24000
Cc1cccc(-c2cccc(C(=O)N3CCc4c([nH]c5ccccc45)C3)c2)c1,11000
Cc1ccccc1-c1cccc(C(=O)N2CCc3c([nH]c4ccccc34)C2)c1,75000
COc1cccc(-c2cccc(C(=O)N3CCc4c([nH]c5ccccc45)C3)c2)c1,33000
COc1ccccc1-c1cccc(C(=O)N2CCc3c([nH]c4ccccc34)C2)c1,79000
O=C(c1ccc(-c2ccc(F)cc2)cc1)N1CCc2c([nH]c3ccccc23)C1,12000
O=C(c1ccc(-c2cccc(F)c2)cc1)N1CCc2c([nH]c3ccccc23)C1,21000
O=C(c1ccc(-c2ccccc2F)cc1)N1CCc2c([nH]c3ccccc23)C1,17000
Cc1ccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3)cc2)cc1,9000
Cc1cccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3)cc2)c1,25000
Cc1ccccc1-c1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2)cc1,32000
COc1cccc(-c2ccc(C(=O)N3CCc4c([nH]c5ccccc45)C3)cc2)c1,28000
COc1ccccc1-c1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2)cc1,22000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccncc2)cc1,26000
O=C(NCCc1c[nH]c2ccccc12)c1cccc(-c2cccnc2)c1,30000
O=C(c1ccccc1-c1ccncc1)N1CCc2c([nH]c3ccccc23)C1,39000
O=C(c1ccccc1-c1cccnc1)N1CCc2c([nH]c3ccccc23)C1,36000
CNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5700
C=CCNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,6900
N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,7900
N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,2700
CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,6200
CN(C)NC(=O)Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2,340
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)s1,84
Cc1ccc(-c2n[nH]c3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)s1,81
CCOC(=O)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)s1,185
CN(C)NC(=O)Nc1cccc2c1C(=O)c1c(-c3ccsc3)n[nH]c1-2,107
CN(C)NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,21
Cc1cc(-c2n[nH]c3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)c(C)s1,515
CN(C)NC(=O)Nc1cccc2c1C(=O)c1c(-c3ccco3)n[nH]c1-2,635
Cc1nc(C)c(-c2n[nH]c3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)s1,150
Cc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)s1,23
CCOC(=O)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)s1,30
O=C(Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1csc(Cl)c1)NN1CCOCC1,7
Cc1cc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)c(C)s1,125
Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)s1,370
CCOC(=O)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,30
Cc1cc(-c2n[nH]c3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)c(C)s1,90
Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,46
CN(C)CCNC(=O)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)s1,15
O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)NCCN4CCCC4)s3)n[nH]c1-2)NN1CCOCC1,23
O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)NCCN4CCCCC4)s3)n[nH]c1-2)NN1CCOCC1,22
O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)NCCN4CCOCC4)s3)n[nH]c1-2)NN1CCOCC1,86
O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCCCC4)s3)n[nH]c1-2)NN1CCOCC1,22
CN(C)C1CCCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)C1,13
CN(C)C1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)CC1,8
CN1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)CC1,10
CCN1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)CC1,5
NC1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)C1,35
CNC1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)C1,5
CN(C)C1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)C1,12
O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCCCCC4)s3)n[nH]c1-2)NN1CCOCC1,17
O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(C(=O)N4CCCNCC4)s3)n[nH]c1-2)NN1CCOCC1,3
CN1CCCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)CC1,4
CCN1CCCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)CC1,7
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,140
O=C1NC(O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,3830
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1[nH]c3ccccc3c21,45
O=C1NC(=O)c2c1c1ccc3ccccc3c1c1[nH]c3ccccc3c21,430
O=C1NC(=O)c2c1c1cc3ccccc3cc1c1[nH]c3ccccc3c21,10000
O=C1NC(=O)c2c1c1ccccc1c1[nH]c3ccccc3c21,260
O=C1NC(=O)c2c1c1c3c(ccc1c1[nH]c4ccccc4c21)CCCC3,410
O=C1NC(=O)c2c1c1[nH]cnc1c1[nH]c3ccccc3c21,740
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1sc3ccccc3c21,220
O=C1NC(=O)c2c1c1c3ccc[nH]c-3nc1c1[nH]c3ccccc3c21,250
O=C1NC(=O)c2c1c1ncccc1c1[nH]c3ccccc3c21,180
O=C1NC(=O)c2c1c1ccncc1c1[nH]c3ccccc3c21,1810
O=C1NC(=O)c2c1c1sccc1c1[nH]c3ccccc3c21,150
O=C(C(=O)N1CCc2ccccc21)c1c[nH]c2ccccc12,122000
O=C(C(=O)N1CCc2ccccc21)c1c[nH]c2ccc(F)cc12,116000
O=C(C(=O)N1CCc2ccccc21)c1c[nH]c2ccc(Cl)cc12,96000
Cc1ccc2[nH]cc(C(=O)C(=O)N3CCc4ccccc43)c2c1,41500
O=C(C(=O)N1CCc2cc(F)ccc21)c1c[nH]c2ccccc12,136000
O=C(C(=O)N1CCc2cc(Cl)ccc21)c1c[nH]c2ccccc12,69500
Cc1ccc2c(c1)CCN2C(=O)C(=O)c1c[nH]c2ccccc12,54000
O=C(C(=O)N1CCc2cc(F)ccc21)c1c[nH]c2ccc(F)cc12,48000
O=C(C(=O)N1CCc2cc(Cl)ccc21)c1c[nH]c2ccc(Cl)cc12,43500
Cc1ccc2c(c1)CCN2C(=O)C(=O)c1c[nH]c2ccc(C)cc12,38000
c1ccc2c(c1)ccn2CCc1c[nH]c2ccccc12,500000
Fc1ccc2[nH]cc(CCn3ccc4ccccc43)c2c1,50000
Clc1ccc2[nH]cc(CCn3ccc4ccccc43)c2c1,500000
Cc1ccc2[nH]cc(CCn3ccc4ccccc43)c2c1,150000
Fc1ccc2c(ccn2CCc2c[nH]c3ccccc23)c1,95000
Clc1ccc2c(ccn2CCc2c[nH]c3ccccc23)c1,140000
Cc1ccc2c(ccn2CCc2c[nH]c3ccccc23)c1,130000
Fc1ccc2c(ccn2CCc2c[nH]c3ccc(F)cc23)c1,73000
Clc1ccc2c(ccn2CCc2c[nH]c3ccc(Cl)cc23)c1,38000
Cc1ccc2c(ccn2CCc2c[nH]c3ccc(C)cc23)c1,44000
c1ccc2c(c1)CCN2CCN1CCc2ccccc21,66000
c1ccc2c(c1)ccn2CCn1ccc2ccccc21,37000
c1ccc2c(c1)ccn2CCCn1ccc2ccccc21,38000
c1ccc2c(c1)ccn2CCCCn1ccc2ccccc21,45000
c1ccc2c(c1)ccn2CCCCCn1ccc2ccccc21,52000
c1ccc2c(c1)ccn2CCCCCCn1ccc2ccccc21,106000
O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(O)c(O)c1,7800
O=C1NC(=O)c2ccccc2/C1=C/NCc1ccc(O)c(O)c1,1200
O=C1NC(=O)c2ccccc2/C1=C/NCc1cccc(O)c1,780
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccccc32)cc1O,190
O=C1NC(=O)c2ccccc2/C1=C/NCCc1ccc(O)c(O)c1,16200
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(F)cc32)cc1O,170
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Cl)cc32)cc1O,230
COc1ccc(CN/C=C2\C(=O)NC(=O)c3cccc(Br)c32)cc1O,940
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,30
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,10
COc1ccc2c(c1)/C(=C/NCc1ccc(OC)c(O)c1)C(=O)NC2=O,31
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-n4cccc4)cc32)cc1O,4
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccsc4)cc32)cc1O,2
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccoc4)cc32)cc1O,2
COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccccc4)cc32)cc1O,10
COc1ccc(C(C)N/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,370
O=C1NC(=O)c2ccc(Br)cc2/C1=C/NCc1ccc(O)c(O)c1,40
CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,350
COCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,40
CCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,30
COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc(O)c1OC,7
Nc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,80
Cc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,30
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccc2)c(O)c1,130
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccco2)c(O)c1,100
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,60
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccn2)c(O)c1,19300
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2cccnc2)c(O)c1,10
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccncc2)c(O)c1,8
CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,20
COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O,440
CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O,20
COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,10
CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C(C)(C)C)cc32)cc1O,20
CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C4CCCC4)cc32)cc1O,5
CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccccc3)cn1)C(=O)NC2=O,30
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1cc(O)c(-c2ccoc2)cn1,30
CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccoc3)cn1)C(=O)NC2=O,20
O=C1NC(=O)c2ccc(C3CCCC3)cc2/C1=C/NCc1cc(O)c(-c2ccoc2)cn1,5
COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)ccn1,31700
COc1coc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1=O,1300
O=C1NC(=O)c2ccc(Br)cc2/C1=C/NCc1cc[nH]c(=O)c1,560
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccccc2)c(=O)c1,270
O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccoc2)c(=O)c1,60
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3ccccc3c21,36
Cn1ccc2ccc3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,47
CCn1ccc2ccc3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,59
Cn1ccc2ccc3c4[nH]c5cccc(F)c5c4c4c(c3c21)C(=O)NC4=O,71
Cn1ccc2ccc3c4[nH]c5cccc(Br)c5c4c4c(c3c21)C(=O)NC4=O,171
Cn1ccc2ccc3c4[nH]c5cccc(CO)c5c4c4c(c3c21)C(=O)NC4=O,155
COc1cccc2[nH]c3c4ccc5ccn(C)c5c4c4c(c3c12)C(=O)NC4=O,2000
Cn1ccc2ccc3c4[nH]c5ccc(F)cc5c4c4c(c3c21)C(=O)NC4=O,84
Cn1ccc2ccc3c4[nH]c5ccc(Br)cc5c4c4c(c3c21)C(=O)NC4=O,2000
Cn1ccc2ccc3c4[nH]c5ccc(C(F)(F)F)cc5c4c4c(c3c21)C(=O)NC4=O,2000
Cc1ccc2[nH]c3c4ccc5ccn(C)c5c4c4c(c3c2c1)C(=O)NC4=O,393
COc1ccc2[nH]c3c4ccc5ccn(C)c5c4c4c(c3c2c1)C(=O)NC4=O,519
Cn1ccc2ccc3c4[nH]c5cc(F)ccc5c4c4c(c3c21)C(=O)NC4=O,38
Cn1ccc2ccc3c4[nH]c5cc(Br)ccc5c4c4c(c3c21)C(=O)NC4=O,38
Cn1ccc2ccc3c4[nH]c5cc(C(F)(F)F)ccc5c4c4c(c3c21)C(=O)NC4=O,76
Cn1ccc2ccc3c4[nH]c5cc(C#N)ccc5c4c4c(c3c21)C(=O)NC4=O,29
Cc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,48
CCc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,101
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3cc(O)ccc3c21,37
Cn1ccc2ccc3c4[nH]c5cc(O)ccc5c4c4c(c3c21)C(=O)NC4=O,33
COc1ccc2c(c1)[nH]c1c3ccc4cc[nH]c4c3c3c(c21)C(=O)NC3=O,67
COc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,53
CCOc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,44
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3cc(OCc4ccccc4)ccc3c21,187
Cn1ccc2ccc3c4[nH]c5cc(OCc6ccccc6)ccc5c4c4c(c3c21)C(=O)NC4=O,123
Cn1ccc2ccc3c4[nH]c5c(Br)cccc5c4c4c(c3c21)C(=O)NC4=O,93
COc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,62
Cn1ccc2ccc3c4[nH]c5c(CCO)cccc5c4c4c(c3c21)C(=O)NC4=O,82
Cn1ccc2ccc3c4[nH]c5c(CCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,168
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,28
Cn1ccc2cc(F)c3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,67
COc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,32
COc1cc2c3[nH]c4ccccc4c3c3c(c2c2c1ccn2C)C(=O)NC3=O,54
Cc1cc2ccn(C)c2c2c3c(c4c5ccc(F)cc5[nH]c4c12)C(=O)NC3=O,50
COc1ccc2c(c1)[nH]c1c2c2c(c3c1c(C)cc1ccn(C)c13)C(=O)NC2=O,42
Cc1cc2ccn(C)c2c2c3c(c4c5ccc(C(F)(F)F)cc5[nH]c4c12)C(=O)NC3=O,92
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1c2c2ccccc2n1CCCO,66
Cn1ccc2ccc3c(c4c(c5c6ccccc6n(CCCO)c35)C(=O)NC4=O)c21,96
CCn1ccc2ccc3c(c4c(c5c6ccccc6n(CCCO)c35)C(=O)NC4=O)c21,134
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCO)c2c1)C(=O)NC4=O,47
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCO)c2c1)C(=O)NC4=O,54
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(C)c4c12)C(=O)NC3=O,92
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(CCCO)c4c12)C(=O)NC3=O,673
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(CCCCO)c4c12)C(=O)NC3=O,2000
Cn1ccc2cc(F)c3c(c4c(c5c6ccccc6n(CCCO)c53)C(=O)NC4=O)c21,346
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCC[C@H]3CO)c2c1)C(=O)NC4=O,84
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCCCC3)c2c1)C(=O)NC4=O,135
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O,35
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN[C@H]3CC[C@H](O)CC3)c2c1)C(=O)NC4=O,63
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(C(N)=O)CC3)c2c1)C(=O)NC4=O,77
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(O)CC3)c2c1)C(=O)NC4=O,48
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCN(C)CC3)c2c1)C(=O)NC4=O,95
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCNCCO)c2c1)C(=O)NC4=O,72
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCOCC3)c2c1)C(=O)NC4=O,69
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCSCC3)c2c1)C(=O)NC4=O,190
COC(=O)C1CCN(CCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,47
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(C(N)=O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,51
Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,49
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,45
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c4c(c3c21)C(=O)NC4=O,39
Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,45
Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,33
Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,54
Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,82
Cn1ccc2ccc3c4[nH]c5c(CCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,53
CN1CCN(CCCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,52
Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,40
Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,56
CCN(CC)CCCc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,34
Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,49
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccccc3)n[nH]c1-2,840
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(C)cc3)n[nH]c1-2,490
CCc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,640
CCCc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,1900
CCCCc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,2800
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(O)cc3)n[nH]c1-2,450
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,450
CCOc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,580
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(Oc4ccccc4)cc3)n[nH]c1-2,2500
CC(=O)Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1ccc(N(C)C)cc1,310
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCCCC4)cc3)n[nH]c1-2,680
CC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(N4CCOCC4)cc3)n[nH]c1-2,860
CSc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,340
CN(C)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCOCC4)cccc2-3)cc1,110
CN(C)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(O)CC4)cccc2-3)cc1,50
CN(C)c1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CN)CC4)cccc2-3)cc1,7
CN1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2-c2ccc(N(C)C)cc2)CC1,55
