smiles,IC50(nm)
O=C1NC(=O)c2ccc(N3CCOCC3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,920
CN1CCN(c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)CC1,34700
O=C1NC(=O)c2ccc(Nc3ccccc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,1800
O=C1NC(=O)c2ccc(-c3ccccc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,320
O=C1NC(=O)c2ccc(-c3ccoc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,37
O=C1NC(=O)c2ccc(-c3cccnc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,50
O=C1NC(=O)c2ccc(-c3ccsc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,130
O=C1NC(=O)c2ccc(-c3ccc(F)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,310
O=C1NC(=O)c2ccc(-c3ccc(Cl)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,19400
O=C1NC(=O)c2ccc(-c3cccc(O)c3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,27
O=C1NC(=O)c2ccc(-c3ccc(O)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,41
COc1cccc(-c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)c1,27800
COc1ccc(-c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)cc1,130
O=C1NC(=O)c2ccc(-c3ccc(Oc4ccccc4)cc3)cc2/C1=C\Nc1ccc(CN2CCCCC2)cc1,50000
N#Cc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,15800
CN1CC2CC1CN2c1ccc(N/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1,320
C[C@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@@H](C)N1,1000
C[C@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@@H](C)N1C,2800
CC1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CCN1C,2700
C[C@H]1CN(C)[C@H](C)CN1c1ccc(N/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1,3000
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)nc2)CC1,130
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1,110
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)nn2)CC1,820
CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cc2F)CC1,80
CN1CCN(c2ncc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1,250
CN1CCN(c2cnc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1,1250
COC(=O)[C@]1(O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,30
O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,830
O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,540
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,5810
Cn1cc(C2=C(c3c[nH]c4cc(F)ccc34)C(=O)NC2=O)c2ccccc21,840
Cn1cc(C2=C(c3c[nH]c4cc(Br)ccc34)C(=O)NC2=O)c2ccccc21,730
O=C1NC(=O)C(c2cn(CCCO)c3ccccc23)=C1c1c[nH]c2ccccc12,1170
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2ccccc2n1CCCO,70
CNCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,960
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,990
CN(C)CCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O,130
Cn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,1250
Cn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O,80
COc1ccc2c(C3=C(c4c[nH]c5cc(OC)ccc45)C(=O)NC3=O)c[nH]c2c1,4640
COc1ccc2c(c1)[nH]c1c3[nH]c4cc(OC)ccc4c3c3c(c21)C(=O)NC3=O,180
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,890
Cn1c2ccccc2c2c3c(c4c5ccccc5n(C)c4c21)C(=O)NC3=O,10000
Cn1cc(C2=C(c3cn(CC(O)CO)c4ccccc34)C(=O)NC2=O)c2ccccc21,2140
Cn1c2ccccc2c2c3c(c4c5ccccc5n(CC(O)CO)c4c21)C(=O)NC3=O,260
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,160
CC[C@H](CO)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,3800
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)O,48000
CCC(O)[C@@H](CC)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,20000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)C,32000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,38000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)(C)O,18000
CC[C@H](CO)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,20000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,14000
CCC(O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,25000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,21000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,24000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,7500
CC[C@H](CO)Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1,30000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)O,23000
CCC(O)[C@@H](CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,34000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,28000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,200000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,12000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)O,18000
CCC(O)[C@H](CC)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,24000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)C,49000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,22000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)(C)O,20000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,6800
CCC(O)[C@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,11000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,31000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,13000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,12000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)O,9000
CCC(O)[C@H](CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,20000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,33000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,60000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,8500
O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,20000
O=C1Nc2ccccc2/C1=C\c1c(Cl)[nH]c2ccccc12,20000
CCOC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,20000
CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,940
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,139
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,2800
COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,20000
CCNc1cc(N[C@H]2CC[C@H](O)CC2)nc(Nc2ccc3c(ccn3Cc3ccccc3)c2)n1,10000
CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,38
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,59
OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,216
Nc1n[nH]c2nc3ccccc3nc12,20000
CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1,20000
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,527
Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1,20000
CC(C)c1cnc(NC(=O)Cc2ccccc2)s1,20400
O=C1NC(=O)c2c1c1c3ccccc3cnc1c1[nH]c3ccccc3c21,2000
O=C1NC(=O)c2c1c1c3ccccc3ncc1c1[nH]c3ccccc3c21,683
O=C1NC(=O)c2c1c1c3cccnc3ccc1c1[nH]c3ccccc3c21,200
O=C1NC(=O)c2c1c1c3ccncc3ccc1c1[nH]c3ccccc3c21,69
O=C1NC(=O)c2c1c1c(ccc3cccnc31)c1[nH]c3ccccc3c21,2000
O=C1NC(=O)c2c1c1nc3ccccc3cc1c1[nH]c3ccccc3c21,10000
O=C1NC(=O)c2c1c1cnc3ccccc3c1c1[nH]c3ccccc3c21,10000
O=C1NC(=O)c2c1c1cnc3ccccc3c1c1c2c2ccccc2n1CCCO,1190
O=C1NC(=O)c2c1c1c3ccccc3cnc1c1c2c2ccccc2n1CCCO,2000
O=C1NC(=O)c2c1c1c3ccccc3cnc1c1c2c2ccccc2n1CCCCO,1150
O=C1NC(=O)c2c1c1c3ccccc3cnc1c1[nH]c3c(CCO)cccc3c21,2000
CN(C)CCCCn1c2ccccc2c2c3c(c4c5ccccc5cnc4c21)C(=O)NC3=O,1140
CN(C)CCCn1c2ccccc2c2c3c(c4c5ccccc5cnc4c21)C(=O)NC3=O,170
O=C1NC(=O)c2c1c1c3ccccc3ncc1c1[nH]c3cc(Cl)ccc3c21,2000
COc1ccc2c(c1)[nH]c1c3cnc4ccccc4c3c3c(c21)C(=O)NC3=O,210
CCOC(=O)CSc1cnc(NC(C)=O)s1,23030
CC(=O)Nc1ncc(SCC(=O)OC(C)(C)C)s1,5380
CC(=O)Nc1ncc(SCC(=O)OCc2ccccc2)s1,19060
CCc1cnc(CSc2cnc(NC(C)=O)s2)o1,2250
CC(=O)Nc1ncc(SCc2ncc(C)o2)s1,5160
CC(=O)Nc1ncc(SCc2ncc(C(C)C)o2)s1,1070
CC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,690
CC(=O)Nc1ncc(SCc2ncc(CC3CCCCC3)o2)s1,640
CC(=O)Nc1ncc(SCc2ncc(-c3ccccc3)o2)s1,4510
CC(C)C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,30
CC(C)(C)C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,3480
CC(C)(C)c1cnc(CSc2cnc(NC(=O)c3ccccc3)s2)o1,960
C[C@@H](C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1)c1ccccc1,3130
CC(C)OC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,2990
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3ccc(F)cc3)s2)o1,900
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(F)cccc3F)s2)o1,390
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(Cl)cccc3Cl)s2)o1,1000
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,102
CCc1cnc(CSc2cnc(NC(=O)C(C)C)s2)o1,1070
CCc1cnc(CSc2cnc(NC(=O)Cc3cccnc3)s2)o1,1090
CC(C)C(=O)Nc1ncc(S(=O)Cc2ncc(C(C)(C)C)o2)s1,25000
CCSc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1,2060
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,6150
CN1CCC(c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4)oc23)C(O)C1,4100
CN1CCC(c2c(O)cc(O)c3c(=O)cc(SC(C)(C)C)oc23)C(O)C1,2070
Cc1cc(C)nc(Sc2cc(=O)c3c(O)cc(O)c(C4CCN(C)CC4O)c3o2)n1,82500
CN1CCC(c2c(O)cc(O)c3c(O)c/c(=N\c4ccccc4)oc23)C(O)C1,25000
CN1CCC(c2c(O)cc(O)c3c(=O)cc(N4CCCCC4)oc23)C(O)C1,3700
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,1000000
COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,1000000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(Cl)cc1,38000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,6200
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(C(C)(C)C)cc1,49000
CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,850
CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,10000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC=O)cccc2-3)cc1,200
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)C(C)C)cccc2-3)cc1,35000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)C(C)(C)C)cccc2-3)cc1,45000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)c4ccccc4)cccc2-3)cc1,250000
Nc1n[nH]c(N)c1/N=N/c1ccccc1,100000
Nc1n[nH]c(N)c1/N=N/c1ccccc1[N+](=O)[O-],16000
Nc1n[nH]c(N)c1/N=N/c1cccc([N+](=O)[O-])c1,70000
Nc1n[nH]c(N)c1/N=N/c1cccc(O)c1,56000
Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1,13500
Nc1n[nH]c(N)c1/N=N/c1ccccc1CO,100000
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,14000
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc(OC)c1OC,30000
COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,27000
COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,44000
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,40000
COc1ccc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc1,35000
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1C(CO)CC3,18
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,71
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCC3CO,31
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1C(CO)CC3,2
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,22
O=C1NC(=O)c2c1c1c3ccc(Br)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,10
O=C1NC(=O)c2c1c1c3ccc(C(F)(F)F)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,23
COc1ccc2c(c1)[nH]c1c2c2c(c3c4cccc5c4n(c13)CC(CO)C5)C(=O)NC2=O,15
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC(CO)CC3,126
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1C(CO)CC3,175
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CC(CO)C3,72
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CCC3CO,210
Cn1ccc2ccc3c(c4c(c5c6cccc7c6n(c35)CC(CO)C7)C(=O)NC4=O)c21,84
O=C1NC(=O)C(c2cn3c4c(cccc24)CC(CCl)C3)=C1c1c[nH]c2cc(F)ccc12,64
CN(C)CC1Cc2cccc3c(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)cn(c23)C1,898
COC(=O)CC(NCC1Cc2cccc3c(C4=C(c5c[nH]c6cc(F)ccc56)C(=O)NC4=O)cn(c23)C1)C(=O)OC,671
NC(=O)[C@@H]1CCCN1CC1Cc2cccc3c(C4=C(c5c[nH]c6cc(F)ccc56)C(=O)NC4=O)cn(c23)C1,2000
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C(C)(CC)C(C)=N5)n3)nc2)CC1,33
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1,12
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1,13
CC1=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc2C12CCCC2,8
CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1,6
CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCNCC5)cn4)ncc3F)cc2C12CCCC2,8
CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,3
CCN1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1,18
CC1=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(CCO)CC5)cn4)ncc3F)cc2C12CCCC2,17
CC1=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C(C)C)CC5)cn4)ncc3F)cc2C12CCCC2,78
CCC1(C)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21,44
CCC1(CC)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21,3
CC1=Nc2ccc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc2C12CCCC2,4
CC1=Nc2ccc(-c3nc(Nc4ccc(C5CCNCC5)cn4)ncc3F)cc2C12CCCC2,4
CCC1(CC)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)cc21,10
CCC1(C)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)cc21,6
CC1=Nc2ccc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,8
CCC1(C)C(C)=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,16
CC1=Nc2ccc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,15
CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C(C)(CC)C(C)=N5)n3)nc2)CC1,16
CCC1(C)C(C)=Nc2ccc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21,28
CCC1(C)C(C)=Nc2ccc(-c3nc(Nc4ccc(N5CCN(C)CC5)cn4)ncc3F)cc21,35
CCN1CCC(c2ccc(Nc3ncc(F)c(-c4ccc5c(c4)C(C)(CC)C(C)=N5)n3)nc2)CC1,42
CCC1(C)C(C)=Nc2ccc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,18
COc1ccc2cnc(Nc3ccccc3)nc2c1C(C)C,125
COc1ccc2cnc(Nc3ccc(N4CCCC4)cc3)nc2c1C(C)C,560
COc1ccc2cnc(Nc3ccc(N4CCC(N)C4)cc3)nc2c1C(C)C,11
COc1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2c1C(C)C,52
COc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C(C)C,52
COc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C(C)C,16
COc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C(C)C,7
COc1ccc2cnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc2c1C(C)C,25
COc1ccc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cc3)nc2c1C(C)C,10
COc1ccc2cnc(Nc3ccccc3)nc2c1C1CCCC1,166
COc1ccc2cnc(Nc3ccc(N4CCCC4)cc3)nc2c1C1CCCC1,1750
COc1ccc2cnc(Nc3ccc(N4CCC(N)C4)cc3)nc2c1C1CCCC1,115
COc1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2c1C1CCCC1,11
COc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C1CCCC1,18
COc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C1CCCC1,1
COc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1,4
COc1ccc2cnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc2c1C1CCCC1,2
COc1ccc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cc3)nc2c1C1CCCC1,2
CC(C)c1c(O)ccc2cnc(Nc3ccccc3)nc12,325
Oc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C1CCCC1,3
Oc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C1CCCC1,1
Oc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1,1
COc1cc(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C1CCCC1,55
COc1cc(C)c2cnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc2c1C1CCCC1,4130
Cc1cc(O)c(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,20
CS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1220
CS(=O)(=O)c1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,3140
CSc1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,7400
CSc1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,11900
NC(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1610
NC(=O)c1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,3950
CN(C)S(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,2160
CN(C)S(=O)(=O)c1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,20000
NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1340
N=C(N)NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1290
O=C(NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1)c1ccccc1,3840
O=C(O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,4990
O=C(c1ccc2nc(Nc3ccncc3)cn2c1)c1c(Cl)cccc1Cl,20000
O=C(c1ccc2nc(Nc3ccc(Oc4ccccc4)cc3)cn2c1)c1c(Cl)cccc1Cl,20000
N[C@H]1CC[C@H](Nc2nc(NCc3cccc(I)c3)c3ncn(C4CCCC4)c3n2)CC1,2000
N[C@H]1CC[C@H](Nc2nc(NCC3CC3)c3ncn(C4CCCC4)c3n2)CC1,780
N[C@H]1CC[C@H](Nc2nc(NCc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,3600
C[C@H](Nc1nc(N[C@H]2CC[C@H](N)CC2)nc2c1ncn2C1CCCC1)c1ccccc1,8800
CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,910
O=C/C=C/c1ccccc1O,35000
O=C/C=C/c1cccc(O)c1,45000
O=C/C=C/c1ccccc1OCc1ccccc1,11000
O=C/C=C/c1cccc(OCc2ccccc2)c1,7500
Cc1ccccc1COc1ccccc1/C=C/C=O,18000
Cc1ccccc1COc1cccc(/C=C/C=O)c1,15000
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,100
Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,350
CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,176
Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000
Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000
Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000
CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OC[C@@H]5CCCO5)c4F)c4c(N)ncnc43)C2)CC1,10000
CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,10000
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1ccccc1[N+](=O)[O-],4
O=C(Nc1ccc(CN2CCOCC2)cc1)c1n[nH]cc1Nc1ncnc2sccc12,2.4
